route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
206.9,22,L85,L'Hospitalet De L. (Ciutat De La Justícia) - Gavà,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=206,FFCC00,000000
207.2,22,L86,Barcelona (Pl. Espanya) - Viladecans,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=207,FFCC00,000000
208.4,22,L87,Barcelona (Pl. Espanya) - Viladecans,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=208,FFCC00,000000
209.4,22,L88,Viladecans (Rodalies) - St. Climent (La Rodera),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=209,FFCC00,000000
210.4,22,L94,Barcelona (Rda. Universitat) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=210,FFCC00,000000
211.5,22,L95,Barcelona (Rda. Universitat) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=211,FFCC00,000000
212.7,22,L96,Castelldefels (Bellamar) - Sant Boi (Estació Fgc),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=212,FFCC00,000000
213.6,22,L97,Barcelona (Pl. Reina M. Cristina) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=213,FFCC00,000000
214.6,28,LH1,Tanatori - Hos. Bellvitge - Collblanc- Sta Eulalia,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=214,FFCC00,000000
215.6,28,LH2,Tanatori- Hos. Bellvitge- Sta. Eulalia- Collblanc,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=215,FFCC00,000000
234.5,28,PR1,El Prat De Llobregat (Terminal T1-Terminal T2),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=234,FFCC00,000000
235.7,28,PR2,El Prat De L. (Estació Rodalies - St. Cosme),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=235,FFCC00,000000
236.8,28,PR3,El Prat De L. (Estació Rodalies - Sant Cosme),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=236,FFCC00,000000
237.6,36,PR4,El Prat De L. (Estació Rodalies) - Barcelona (Zal),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=237,FFCC00,000000
248.11,25,SB1,Sant Boi De L. (Camps Blancs - Frederic Mompou),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=248,FFCC00,000000
249.6,25,SB2,Sant Boi De L. (Est. Fgc Sant Boi - Camps Blancs),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=249,FFCC00,000000
250.3,25,SB3,Sant Boi De L. (Tanatori - Marianao),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=250,FFCC00,000000
251.3,34,SF1,Pl. Estació - C. Vilardaga - Rbla. M. Castellbell,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=251,FFCC00,000000
252.4,34,SF2,Estació -St. Joan- Rbla. M. Castellbell - Estació,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=252,FFCC00,000000
264.6,22,VB1,Viladecans (Estació Rodalies - Can Guardiola),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=264,FFCC00,000000
265.6,22,VB2,Viladecans (Estació Rodalies - Can Palmer),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=265,FFCC00,000000
267.2,28,CJ,Est. Sants - L'Hospitalet (Ciutat De La Justícia),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=267,FFCC00,000000
268.4,22,L99,Castelldefels (Pl. Estació) - Aeroport T1,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=268,FFCC00,000000
269.1,35,A2,Aerobús (Pl. Catalunya - Aeroport Terminal T2),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=269,FFCC00,000000
292.10,25,L79,Barcelona (L'Illa) - St. Boi De L.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=292,FFCC00,000000
296.2,44,B9,Badalona (Bonavista-Bufalà-Morera-Bonavista),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=296,FFCC00,000000
297.3,44,B8,Badalona (Bonavista-Morera-Bufalà-Bonavista),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=297,FFCC00,000000
298.1,44,B84,Santa Coloma De G. (Santa Rosa-Cementiri),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=298,FFCC00,000000
299.4,44,B34,Tiana (El Carmelità) - Montgat (Pla De Montgat),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=299,FFCC00,000000
300.4,44,B35,Tiana (Can Gaietà) - Montgat (Pla De Montgat),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=300,FFCC00,000000
301.2,44,B80,Sta. Coloma De G. (Can Franquesa - Santa Eulàlia),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=301,FFCC00,000000
302.6,44,B81,Sta. Coloma De G.(Can Franquesa - H. Esperit Sant),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=302,FFCC00,000000
303.5,44,B82,Sta. Coloma De G. (Pl. Vila - Recinte Torribera),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=303,FFCC00,000000
305.5,44,B12,Montcada I R. (Pl. Lluís Companys - Badalona ,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=305,FFCC00,000000
307.8,44,B15,Sta. Coloma De G (Oliveres) - Badalona (Montigalà),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=307,FFCC00,000000
310.5,44,B18,Sta. Coloma De G. (Can Peixauet) - Montcada I R.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=310,FFCC00,000000
313.8,44,B20,Barcelona (Rda. Sant Pere) - Sta. Coloma De G.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=313,FFCC00,000000
325.5,44,B2,Badalona (Manresà - Hospital Esperit Sant),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=325,FFCC00,000000
326.4,44,B3,Badalona (Llefià - Les Guixeres),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=326,FFCC00,000000
327.6,44,B4,Badalona (Mas Ram - Montigalà),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=327,FFCC00,000000
328.8,44,B5,Badalona (H. Esperit Sant - Estació Rodalies),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=328,FFCC00,000000
329.4,44,B7,Badalona (Pomar/Estació Rodalies)-Sant Adrià De B ,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=329,FFCC00,000000
349.3,34,SF3,Pl. Estació - Tanatori - Falguera,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=349,FFCC00,000000
361.2,47,88,Barcelona (Metro Paral·Lel) - El Prat De L.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=361,FFCC00,000000
387.2,34,MB1,Molins De Rei (Riera Bonet - Can Graner),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=387,FFCC00,000000
388.2,34,MB2,Molins De Rei (Can Graner - Riera Bonet),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=388,FFCC00,000000
389.2,34,MB3,Molins De Rei (Pl. Països Catalans) - St. Cugat V.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=389,FFCC00,000000
402.2,34,E44,Barcelona - Esplugues De L. (H. Sant Joan De Déu),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=402,FFCC00,000000
403.1,44,M27,Sta. Coloma De G (Les Oliveres)-Badalona (Centre),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=403,FFCC00,000000
404.1,44,M28,Barcelona(Est. St. A. Comtal)-Badalona(H.Can Ruti),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=404,FFCC00,000000
405.4,22,E95,Barcelona (Pl. Catalunya) - Castelldefels ,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=405,FFCC00,000000
406.1,44,E33,Tiana (Edith Llaurador) - Badalona (Can Ruti),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=406,FFCC00,000000
408.1,44,M19,Hospital Vall D'Hebron - Hospital Can Ruti,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=408,FFCC00,000000
413.1,44,M26,Badalona (Can Ruti) - Sant Adrià (Estació),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=413,FFCC00,000000
415.1,44,M30,Sta. Coloma De G. - Montgat (La Virreina - Tiana),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=415,FFCC00,000000
417.4,28,M12,Barcelona (Pl. Reina M. Cristina) - Cornellà De L.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=417,FFCC00,000000
418.1,28,M14,L'Hospitalet De L. (Rbla. Marina) - Barcelona,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=418,FFCC00,000000
420.1,22,E97,Barcelona (Pl. Reina M. Cristina) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=420,FFCC00,000000
421.1,22,E98,Barcelona (Pl. Reina M. Cristina) - Gavà,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=421,FFCC00,000000
422.1,22,E81,Barcelona (Pl. Espanya) - Gavà (Can Tries),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=422,FFCC00,000000
423.1,22,E86,Barcelona (Pl. Espanya) - Viladecans (Can Palmer),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=423,FFCC00,000000
427.3,25,E43,Barcelona (L'Illa) - Sant Joan Despí ,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=427,FFCC00,000000
430.1,28,E30,Sant Just Desvern (Mas Lluí) - Barcelona (L'Illa),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=430,FFCC00,000000
431.1,44,M1,Sta. Coloma De G. (Fondo)-Badalona (Pep Ventura),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=431,FFCC00,000000
432.1,44,M6,Badalona (Estació Rodalies - Hospital Can Ruti),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=432,FFCC00,000000
216.3,44,N0,Pl. Portal De La Pau - Pl. Portal De La Pau,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=216,3366CC,FFFFFF
217.2,44,N1,Zona Franca - Pl. Catalunya - Trinitat Nova,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=217,3366CC,FFFFFF
218.8,44,N11,Barcelona (Pl. Catalunya) - H. Can Ruti,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=218,3366CC,FFFFFF
219.3,22,N12,Barcelona (Pl.Portal De La Pau) - St. Feliu De Ll.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=219,3366CC,FFFFFF
220.9,22,N13,Barcelona (Pl Catalunya) - Sant Boi De Ll.,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=220,3366CC,FFFFFF
221.2,22,N14,Barcelona (Rda. Universitat) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=221,3366CC,FFFFFF
222.4,22,N15,Barcelona (Pl. Portal De La Pau) - Sant Joan Despí,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=222,3366CC,FFFFFF
223.11,22,N16,Barcelona (Pl. Catalunya) - Castelldefels,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=223,3366CC,FFFFFF
224.6,22,N17,Pl. Catalunya - Aeroport Terminal T1,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=224,3366CC,FFFFFF
225.5,44,N2,Hospitalet (Av. Carrilet) - Badalona (Via Augusta),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=225,3366CC,FFFFFF
226.6,44,N3,Barcelona (Collblanc) - Montcada I Reixac,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=226,3366CC,FFFFFF
227.4,44,N4,Via Favència - Pl. Catalunya - Carmel / Gran Vista,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=227,3366CC,FFFFFF
228.3,44,N5,Pl. Catalunya - Carmel / Gran Vista,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=228,3366CC,FFFFFF
229.6,44,N6,Barcelona (Roquetes) - Santa Coloma (Oliveres),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=229,3366CC,FFFFFF
230.5,44,N7,Pedralbes - Fòrum,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=230,3366CC,FFFFFF
231.9,44,N8,Can Caralleu - Santa Coloma (Can Franquesa),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=231,3366CC,FFFFFF
232.5,44,N9,Pl. Portal De La Pau - Tiana (Edith Llaurador),Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=232,3366CC,FFFFFF
367.1,44,N10,Sarrià - Vallvidrera - Les Planes,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=367,3366CC,FFFFFF
394.2,22,N18,Barcelona (Pl. Catalunya) - Aeroport Del Prat (Ter,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=394,3366CC,FFFFFF
395.1,44,N28,Collblanc - Pl. Catalunya - Port Olímpic,Información de ruta - www.ambmobilitat.cat,3,http://www.ambmobilitat.cat/Principales/TiraLinea.aspx?linea=395,3366CC,FFFFFF
