stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.447.684672,447,"Av Mare de Déu de Montserrat - França",41.41483,2.164891,,0,,0
2.449.684593,449,"Pg  Zona Franca - Ctra del Prat",41.36207,2.13745,,0,,0
2.450.678031,450,"Pg  Zona Franca - Foneria",41.359573,2.139622,,0,,0
2.453.685329,453,"Via Barcino - Foradada",41.452811,2.193779,,0,,0
2.454.690258,454,"Sagrera - Martí Molins",41.423025,2.191082,,0,,0
2.455.683213,455,"Meridiana - Sagrera",41.421937,2.18676,,0,,0
2.458.674474,458,"Pl Pius XII",41.386964,2.121553,,0,,0
2.459.674642,459,"Av Mare de Déu de Montserrat - Gènova",41.416499,2.170129,,0,,0
2.460.674640,460,"Av Mare de Déu de Montserrat - Francesc Alegre",41.415726,2.16773,,0,,0
2.464.681040,464,"Gran Via - Bac de Roda",41.411085,2.197428,,0,,0
2.466.680622,466,"Gran Via - Pl dels Porxos",41.413905,2.200618,,0,,0
2.469.674971,469,"Rambla Prim - Ferrer Bassa",41.415112,2.214694,,0,,0
2.470.691719,470,"Jacint Verdaguer - Estudis TV3",41.373479,2.068662,,0,,0
2.471.674398,471,"Aiguablava - Via Favència",41.447098,2.180495,,0,,0
2.472.682017,472,"Pl Europa",41.357419,2.126404,,0,,0
2.475.693295,475,"Pg Maragall - Dante Alighieri",41.428688,2.162847,,0,,0
2.476.674492,476,"Rambla del Carmel",41.426037,2.158313,,0,,0
2.477.674512,477,"Rambla del Carmel - Dante Alighieri",41.4272,2.157241,,0,,0
2.478.674906,478,"Av Vallcarca - Centre Mèdic Delfos",41.41401,2.143119,,0,,0
2.479.679806,479,"Av Madrid - Carles III",41.378931,2.128468,,0,,0
2.481.679483,481,"Maria Cristina - Carles III",41.389326,2.128028,,0,,0
2.482.678032,482,"Les Corts - Maternitat",41.381215,2.126648,,0,,0
2.483.674472,483,"Diagonal - Numància",41.389513,2.131617,,0,,0
2.484.674676,484,"Les Corts - Vallespir",41.385515,2.132725,,0,,0
2.485.674677,485,"Mercat de Les Corts",41.383691,2.129908,,0,,0
2.487.674730,487,"Mitre - Prat de la Riba",41.393274,2.131301,,0,,0
2.491.675295,491,"Diagonal - Joan Güell",41.388026,2.128122,,0,,0
2.492.679465,492,"Diagonal - Av Joan XXIII",41.386932,2.122985,,0,,0
2.493.683438,493,"Diagonal - Gran Via Carles III",41.387589,2.125577,,0,,0
2.494.674437,494,"Diagonal - Gandesa",41.388443,2.128934,,0,,0
2.495.685547,495,"Av Mare de Déu de Montserrat - Cartagena",41.416051,2.169892,,0,,0
2.496.675051,496,"Pg Torras i Bages - Residència",41.439415,2.190909,,0,,0
2.497.677840,497,"Alcàntara - Garigliano",41.445521,2.17243,,0,,0
2.499.691981,499,"Gran Via - Padilla",41.400301,2.182905,,0,,0
2.501.683178,501,"Colònia Tibidabo",41.420798,2.119336,,0,,0
2.502.674443,502,"Diagonal - Girona",41.398164,2.166346,,0,,0
2.503.688160,503,"Metro Tetuan",41.393762,2.173666,,0,,0
2.504.675130,504,"Mallorca - Girona",41.398062,2.168071,,0,,0
2.505.693450,505,"Trav de Dalt - La Granja",41.408841,2.153526,,0,,0
2.506.686002,506,"Biscaia - Ctra de Mataró",41.423547,2.210998,,0,,0
2.508.678025,508,"Pl dels Indians",41.42356,2.182623,,0,,0
2.509.690714,509,"Pl dels Indians",41.4236,2.182839,,0,,0
2.510.690960,510,"Meridiana - Sagrera",41.421402,2.18709,,0,,0
2.511.686205,511,"Meridiana - Cardenal Tedeschini",41.42502,2.186341,,0,,0
2.512.676783,512,"Av de Sarrià - Mestre Villa",41.392242,2.132754,,0,,0
2.515.677906,515,"Balmes - Pàdua",41.40305,2.143959,,0,,0
2.516.674734,516,"Carles III - Numància",41.391686,2.129244,,0,,0
2.517.674765,517,"Balmes - Pl John F. Kennedy",41.409236,2.137263,,0,,0
2.519.688025,519,"Balmes - Pl Joaquim Folguera",41.40544,2.139226,,0,,0
2.520.674464,520,"Av de Sarrià - Diagonal",41.391592,2.136995,,0,,0
2.522.675318,522,"Via Augusta - Pl Orient",41.397684,2.128363,,0,,0
2.523.694720,523,"Via Augusta - Ronda General Mitre",41.397695,2.132077,,0,,0
2.524.674463,524,"Diagonal - Ganduxer",41.39165,2.140023,,0,,0
2.525.682863,525,"Via Augusta - Modolell",41.397855,2.136675,,0,,0
2.526.682637,526,"Ganduxer - Alacant",41.400186,2.133574,,0,,0
2.527.692480,527,"Ganduxer - Emancipació",41.403153,2.131277,,0,,0
2.528.674605,528,"Via Augusta - Alt de Gironella",41.397699,2.133682,,0,,0
2.529.685987,529,"Mitre - Mandri",41.40065,2.135367,,0,,0
2.531.692522,531,"Pg Bonanova - Anglí",41.400977,2.123447,,0,,0
2.532.674823,532,"Pg Bonanova - Escoles Pies",41.403366,2.127723,,0,,0
2.533.675346,533,"Av de Vallcarca - Gomis",41.411882,2.1444,,0,,0
2.534.681503,534,"Pl Alfonso Comín - Av República Argentina",41.414496,2.138262,,0,,0
2.536.688879,536,"Av Barcelona - Mare de Déu de Montserrat",41.368082,2.067861,,0,,0
2.537.676680,537,"Av Barcelona - Gran Capità",41.368158,2.067659,,0,,0
2.540.680620,540,"Gran Via - Agricultura",41.415968,2.20337,,0,,0
2.541.674941,541,"Guipúscoa - Treball",41.41816,2.199804,,0,,0
2.542.689756,542,"Guipúscoa - Cantàbria",41.420063,2.201754,,0,,0
2.544.674927,544,"Gran Vista - Doctor Bové",41.419004,2.158039,,0,,0
2.545.679739,545,"Gran Vista - IES Ferran Tallada",41.420791,2.161667,,0,,0
2.546.679747,546,"IES Ferran Tallada",41.420692,2.161841,,0,,0
2.547.688937,547,"Metro Zona Universitària",41.384729,2.111443,,0,,0
2.548.686737,548,"Zona Universitària - Facultat d'Economia i Empresa",41.384695,2.111024,,0,,0
2.549.692526,549,"Av d'Esplugues - Av Pearson",41.392138,2.111625,,0,,0
2.550.675399,550,"Av d'Esplugues - Dr Joaquim Albarrán",41.38994,2.109029,,0,,0
2.552.692826,552,"Av d'Esplugues - Eduard Toldrà",41.387881,2.106576,,0,,0
2.554.684732,554,"Sor Eulàlia d'Anzizu - González Tablas",41.387035,2.108666,,0,,0
2.556.688934,556,"Zona Universitària",41.384595,2.110914,,0,,0
2.557.694237,557,"Lesseps - Riera de Cassoles",41.406118,2.149836,,0,,0
2.559.692031,559,"Pl Molina",41.401407,2.147377,,0,,0
2.560.674615,560,"Villarroel - Gran Via",41.38329,2.159201,,0,,0
2.561.676020,561,"Pg de Gràcia - Casp",41.388912,2.169251,,0,,0
2.562.690784,562,"Balmes - Gran Via",41.387613,2.164736,,0,,0
2.564.692568,564,"Muntaner - Diputació",41.38614,2.159951,,0,,0
2.565.694015,565,"Rambla Prim - Bernat Metge",41.418386,2.210326,,0,,0
2.567.675667,567,"Bilbao - Andrade",41.410073,2.193691,,0,,0
2.569.694793,569,"Extremadura - Pl Clementina Arderiu",41.422487,2.211272,,0,,0
2.570.688744,570,"Lepant - Plaça de Toros Monumental",41.400444,2.181824,,0,,0
2.571.681291,571,"Sant Pere d'Abanto - Moianès",41.371723,2.142975,,0,,0
2.572.675826,572,"Besòs - Verneda",41.422294,2.210391,,0,,0
2.574.674977,574,"Rambla Prim - Andrade",41.42001,2.207257,,0,,0
2.576.686510,576,"Roger de Flor - Gran Via",41.39524,2.177435,,0,,0
2.577.690788,577,"Metro Pg de Gràcia",41.389919,2.16752,,0,,0
2.578.693907,578,"Bac de Roda - Bolívia",41.409763,2.201133,,0,,0
2.581.690941,581,"Rambla Marina - Ermita de Bellvitge",41.349912,2.11121,,0,,0
2.584.675844,584,"Metro Pl de Sants",41.375312,2.13681,,0,,0
2.585.694247,585,"Av Remolar - Riu Guadalquivir",41.317882,2.091617,,0,,0
2.586.680608,586,"Pg  Valldaura - Mercat Guineueta",41.439012,2.169728,,0,,0
2.588.674554,588,"Sant Adrià - Bon Pastor",41.436527,2.208297,,0,,0
2.589.674521,589,"Lima - Sas",41.439208,2.204819,,0,,0
2.590.691537,590,"Laureà Miró - Sant Llorenç",41.37709,2.092859,,0,,0
2.591.675821,591,"Av d'Esplugues - Hospital Sant Joan de Déu",41.384924,2.103973,,0,,0
2.592.688544,592,"Laureà Miró - Josep Campreciós",41.377485,2.086646,,0,,0
2.594.675575,594,"Av Catalunya - Puigcerdà",41.495993,2.183456,,0,,0
2.597.694855,597,"Ctra de L'Hospitalet - Av Fama",41.35382,2.079924,,0,,0
2.598.675542,598,"Ctra de L'Hospitalet - Parc de Can Mercader",41.355783,2.084528,,0,,0
2.603.674520,603,"Lima - Ciutat d'Asunción",41.439198,2.200792,,0,,0
2.604.675836,604,"Pi i Margall - Pl Joanic",41.406378,2.163343,,0,,0
2.605.674755,605,"Pg Vall d'Hebron - Av de Vallcarca",41.419343,2.139821,,0,,0
2.607.674923,607,"Pg Vall d'Hebron - Velòdrom",41.43719,2.149735,,0,,0
2.609.675540,609,"Rubió i Ors - Sant Isidre",41.352435,2.073082,,0,,0
2.610.675325,610,"Santaló - Plató",41.399791,2.140717,,0,,0
2.611.675324,611,"Pl d'Adrià",41.400995,2.13924,,0,,0
2.612.676561,612,"Muntaner - Pl Bonanova",41.405792,2.13417,,0,,0
2.613.692494,613,"Muntaner - Mitre",41.403055,2.13754,,0,,0
2.614.679725,614,"Pg Vall d'Hebron - Av Can Marcet",41.435625,2.148345,,0,,0
2.615.675460,615,"Campoamor - Av Estatut de Catalunya",41.435131,2.154373,,0,,0
2.616.675461,616,"Campoamor - Rectoria",41.432919,2.158051,,0,,0
2.618.674942,618,"Cantàbria - Pl del Ram de l'Aigua",41.42001,2.201162,,0,,0
2.619.693981,619,"Cantàbria - Menorca",41.421558,2.198677,,0,,0
2.621.675244,621,"Bac de Roda - Rambla de Guipúscoa",41.414991,2.194212,,0,,0
2.622.688172,622,"Pg Bonanova",41.399968,2.123345,,0,,0
2.623.691608,623,"Palamós - Sa Tuna",41.451491,2.187607,,0,,0
2.624.688716,624,"Palamós - Plaça de l'Aigua",41.451128,2.187399,,0,,0
2.626.674643,626,"Av Mare de Déu de Montserrat - La Bisbal",41.417988,2.171696,,0,,0
2.627.675334,627,"Londres - Calàbria",41.388473,2.144036,,0,,0
2.628.676837,628,"Berlín - Josep Tarradellas",41.385052,2.142032,,0,,0
2.629.675090,629,"Numància - Berlín",41.382759,2.139451,,0,,0
2.630.681507,630,"Av de Sarrià - Josep Tarradellas",41.390403,2.144807,,0,,0
2.632.675467,632,"Fructuós Gelabert - Sant Martí de l'Erm",41.372779,2.067427,,0,,0
2.633.678737,633,"Pg de Sant Joan - Indústria",41.402752,2.16476,,0,,0
2.634.674516,634,"Lepant - Sant Antoni Maria Claret",41.408205,2.17157,,0,,0
2.635.674422,635,"Dos de Maig - Sant Antoni Maria Claret",41.41157,2.175979,,0,,0
2.638.686050,638,"Av de la Ribera - Mercat Municipal",41.484988,2.190971,,0,,0
2.639.675743,639,"Av Mossèn Joaquim Castellví - Rbla Països Catalans",41.48751,2.1883,,0,,0
2.640.675742,640,"Rambla dels Països Catalans - Torras i Bages",41.489369,2.186709,,0,,0
2.641.676591,641,"Gran de Sant Andreu - Fabra i Puig",41.429327,2.189993,,0,,0
2.642.691693,642,"La Miranda - Pl Catalunya",41.36002,2.078232,,0,,0
2.643.691589,643,"Ctra d'Esplugues - Les Garrigues",41.367586,2.079059,,0,,0
2.644.691685,644,"Av de Cornellà - Milà i Pi",41.371856,2.082928,,0,,0
2.645.691701,645,"Av de Cornellà - Gall",41.369715,2.080805,,0,,0
2.647.675738,647,"Rambla Marina - Av Granvia",41.349755,2.111914,,0,,0
2.648.691670,648,"Rambla Marina - Polígon de Bellvitge",41.352532,2.109417,,0,,0
2.649.676343,649,"Pg Maragall - Mossèn Josep  Bundó",41.427368,2.168142,,0,,0
2.650.675364,650,"Pl Catalana - Mascaró",41.421847,2.173151,,0,,0
2.651.691005,651,"Mercat Mare de Déu de la Mercè",41.430276,2.173212,,0,,0
2.652.695683,652,"Pg Maragall - Amílcar",41.426275,2.172963,,0,,0
2.654.675192,654,"Av Miramar - Fundació Joan Miró",41.36777,2.159774,,0,,0
2.655.683046,655,"Av Miramar - Estació del Funicular",41.368876,2.162943,,0,,0
2.656.675193,656,"Av Miramar - Escoles del Bosc",41.368937,2.161944,,0,,0
2.657.675191,657,"Fundació Joan Miró - Pl Neptú",41.367861,2.159631,,0,,0
2.659.693332,659,"Ctra d'Esplugues - Joan Maragall",41.356136,2.071682,,0,,0
2.661.675232,661,"Aragó - Independència",41.407251,2.184862,,0,,0
2.662.674482,662,"Marina - Pl dels Voluntaris",41.388373,2.195587,,0,,0
2.663.675599,663,"Av Generalitat - Av dels Banús",41.44472,2.210815,,0,,0
2.666.675769,666,"Av dels Banús - Camprodon",41.446324,2.214053,,0,,0
2.667.674773,667,"Via Laietana - Correus",41.382449,2.18061,,0,,0
2.669.675748,669,"Bucle Entrada Recinte Cementiri",41.466226,2.156184,,0,,0
2.670.675758,670,"Agrupació número 1.2 - Jardí del Repòs",41.460527,2.158058,,0,,0
2.671.681465,671,"Agrupacions números 8 i 14",41.458418,2.162563,,0,,0
2.673.675751,673,"Agrupació número 12·13 - Fossar",41.459294,2.162849,,0,,0
2.674.675753,674,"Agrupació número 14·15",41.460036,2.161238,,0,,0
2.675.675807,675,"Agrupació número 15",41.460617,2.15949,,0,,0
2.676.675757,676,"Agrupació número 16 entrada",41.462296,2.158923,,0,,0
2.678.675756,678,"Agrupació número 16 sortida",41.462329,2.158825,,0,,0
2.679.675808,679,"Agrupació número 15 - Columbaris",41.46148,2.158026,,0,,0
2.680.675747,680,"Bucle Sortida Recinte Cementiri",41.466161,2.156024,,0,,0
2.681.674855,681,"Av Jordà - Idumea",41.426647,2.138919,,0,,0
2.682.682977,682,"Cementiri de l'Est",41.394427,2.201577,,0,,0
2.683.675615,683,"Natzaret - Lledoner",41.425867,2.136233,,0,,0
2.684.675149,684,"Pl Sant Agustí",41.35784,2.155914,,0,,0
2.685.675143,685,"Via Santa Eulàlia - Rda Litoral",41.353126,2.154527,,0,,0
2.686.675142,686,"Pl de l'Esperança",41.353856,2.156254,,0,,0
2.687.675144,687,"Pl de la Caritat",41.355256,2.154673,,0,,0
2.688.675145,688,"Pl Sant Rafael",41.355068,2.153848,,0,,0
2.689.675838,689,"Pl Sant Francesc",41.356428,2.1577,,0,,0
2.690.675837,690,"Via Sant Jordi - Via Sant Sever",41.355329,2.157999,,0,,0
2.691.675147,691,"Via Sant Jaume - Via Santíssima Trinitat",41.356268,2.15474,,0,,0
2.692.675151,692,"Via Santíssima Trinitat",41.356205,2.152034,,0,,0
2.693.675148,693,"Via Santíssima Trinitat - Pl Sant Agustí",41.356881,2.154374,,0,,0
2.694.675150,694,"Via Sant Antoni Abat - Via Santíssima Trinitat",41.355557,2.151379,,0,,0
2.695.675146,695,"Via Sant Jaume",41.3557,2.153218,,0,,0
2.696.675840,696,"Via Sant Francesc",41.354725,2.153538,,0,,0
2.697.693413,697,"Pallars - Zamora",41.395974,2.190915,,0,,0
2.698.689727,698,"Av Icària - Joan Miró",41.390423,2.196311,,0,,0
2.699.679562,699,"Benet Mateu - Manuel de Falla",41.393853,2.12624,,0,,0
2.700.690325,700,"Pg Calvell - Rambla del Poblenou",41.397447,2.206519,,0,,0
2.701.692807,701,"Els Vergós",41.397076,2.127003,,0,,0
2.702.675321,702,"Pl Artós",41.395547,2.125619,,0,,0
2.703.674839,703,"Ronda Sant Antoni - Pl Goya",41.383044,2.163775,,0,,0
2.704.674508,704,"Parc de la Vall d'Hebron",41.431312,2.145728,,0,,0
2.705.675705,705,"Meridiana - Navas",41.416295,2.187072,,0,,0
2.707.675283,707,"Sants - Badal",41.375418,2.13188,,0,,0
2.708.675172,708,"Pl de Sants",41.375368,2.134317,,0,,0
2.709.689839,709,"Les Corts - Carles III",41.382732,2.128836,,0,,0
2.711.694025,711,"Av Pedralbes - Cavallers",41.392903,2.115193,,0,,0
2.712.674934,712,"Av de l'Exèrcit - Trias i Giró",41.385674,2.11118,,0,,0
2.713.674907,713,"CAP Vallcarca",41.415485,2.142255,,0,,0
2.716.680654,716,"Gran Via - Bilbao",41.409605,2.194869,,0,,0
2.717.681042,717,"Gran Via - Selva de Mar",41.413669,2.200884,,0,,0
2.719.674999,719,"Pg de Josep Carner - Jardins de Walter Benjamin",41.373072,2.175363,,0,,0
2.721.675027,721,"Pg de Josep Carner - Pg de Montjuïc",41.371453,2.174319,,0,,0
2.722.674960,722,"Paral·lel - Cabanes",41.374794,2.170635,,0,,0
2.723.674961,723,"Paral·lel - Drassanes",41.374513,2.174799,,0,,0
2.725.679109,725,"Mina de la Ciutat - Les Torres",41.446921,2.173469,,0,,0
2.727.675459,727,"Lisboa - Porto",41.429139,2.157599,,0,,0
2.728.675729,728,"Balmes - Almirall Oquendo",41.431146,2.20774,,0,,0
2.729.689473,729,"Balmes - Alarcón",41.429628,2.210868,,0,,0
2.731.675045,731,"Pg Torras i Bages - Sant Andreu",41.436976,2.191278,,0,,0
2.732.674871,732,"Av Jordà - Judea",41.42516,2.140704,,0,,0
2.733.674870,733,"Av Jordà - Nínive",41.426617,2.138543,,0,,0
2.734.690533,734,"Av Jordà - Natzaret",41.427023,2.136988,,0,,0
2.736.679664,736,"Pl de la Llibertat",41.35372,2.075151,,0,,0
2.737.694671,737,"Pl de la Llibertat",41.353789,2.07541,,0,,0
2.742.675580,742,"Av de la Ribera - Pg Rocamora",41.484815,2.190839,,0,,0
2.743.675581,743,"Bogatell - Pg Jaume I",41.482027,2.188942,,0,,0
2.744.686496,744,"Felip II - Meridiana",41.421117,2.186077,,0,,0
2.747.675746,747,"Av Catalunya - Sol",41.493747,2.182104,,0,,0
2.748.691560,748,"Av de Cornellà - Pl Sardana",41.37277,2.084174,,0,,0
2.749.674873,749,"Santa Rosalia - Castellbisbal",41.420754,2.14373,,0,,0
2.752.674407,752,"Aiguablava - Pedrosa",41.448923,2.182143,,0,,0
2.753.680656,753,"Aiguablava - La Fosca",41.448396,2.181763,,0,,0
2.754.674761,754,"Pg Vall d'Hebron - L'Arrabassada",41.418623,2.139062,,0,,0
2.755.691579,755,"Pg Valldaura - Guineueta",41.439437,2.165384,,0,,0
2.760.675170,760,"Badal - Av Carrilet",41.366617,2.134608,,0,,0
2.761.675393,761,"Av d'Esplugues - González Tablas",41.387484,2.106661,,0,,0
2.762.675400,762,"Av d'Esplugues",41.389896,2.109146,,0,,0
2.763.687595,763,"Av d'Esplugues - Av Pearson",41.39332,2.112004,,0,,0
2.764.675403,764,"Bisbe Català - Pl de Pedralbes",41.396013,2.114281,,0,,0
2.765.676590,765,"Pl Pius XII",41.388116,2.121618,,0,,0
2.766.674720,766,"Diagonal - Pl Pius XII",41.387238,2.122615,,0,,0
2.768.675074,768,"Grècia - Pl del Nen de la Rutlla",41.419113,2.171447,,0,,0
2.769.675446,769,"Via Favència - Rambla Caçador",41.441477,2.167094,,0,,0
2.770.691011,770,"Paral·lel - Margarit",41.374866,2.164506,,0,,0
2.771.686065,771,"Laureà Miró - Molí",41.376621,2.096478,,0,,0
2.772.675874,772,"Doctor Pi i Molist - Pl Virrei Amat",41.430841,2.17462,,0,,0
2.773.693890,773,"Doctor Pi i Molist - Orduña",41.433421,2.173055,,0,,0
2.774.686789,774,"Gran Via - Vilamarí",41.377417,2.151919,,0,,0
2.776.685684,776,"Sepúlveda - Av Mistral",41.375683,2.152409,,0,,0
2.777.674705,777,"Av Roma - Tarragona",41.380472,2.143614,,0,,0
2.778.693751,778,"Av Sant Ramon Nonat - Cardenal Reig",41.377434,2.116446,,0,,0
2.780.690730,780,"Trafalgar - Bruc",41.389715,2.177001,,0,,0
2.783.689829,783,"Sant Antoni Maria Claret - Lepant",41.408312,2.1704,,0,,0
2.784.674381,784,"València - Lepant",41.403208,2.177417,,0,,0
2.787.675066,787,"Escorial - Legalitat",41.407944,2.160791,,0,,0
2.788.679332,788,"Pl Espanya - Paral·lel",41.374905,2.150598,,0,,0
2.789.675644,789,"Pg de l'Exposició - Santa Madrona",41.370518,2.158591,,0,,0
2.791.687485,791,"Ctra Nacional 152 - Pl Espanya",41.490737,2.184059,,0,,0
2.793.674493,793,"Rambla del Carmel",41.42575,2.157562,,0,,0
2.795.688234,795,"Gran Via - Llacuna",41.406343,2.191204,,0,,0
2.797.691019,797,"Costa Pacheco - Font del Roure",41.428406,2.129634,,0,,0
2.800.675617,800,"Natzaret - Cànoves",41.427013,2.135451,,0,,0
2.803.692800,803,"Pg Verdum - Pl Jardins d'Alfàbia",41.436941,2.173484,,0,,0
2.804.695632,804,"Via Júlia - Font d'en Canyelles",41.440421,2.176253,,0,,0
2.805.692590,805,"Pg Valldaura - Font d'En Canyelles",41.439035,2.179162,,0,,0
2.806.693470,806,"Mercat de la Guineueta",41.438791,2.170002,,0,,0
2.807.693471,807,"Pg  Valldaura - Pg  de Verdum",41.438434,2.173495,,0,,0
2.808.695618,808,"Via Júlia - Pl Francesc Layret",41.442516,2.177866,,0,,0
2.810.680110,810,"Via Júlia - Ptge Quintana",41.445,2.178941,,0,,0
2.813.674537,813,"Via Favència - Almansa",41.444883,2.174626,,0,,0
2.814.674611,814,"Villarroel - Buenos Aires",41.392053,2.147597,,0,,0
2.817.674536,817,"Via Favència - Biblioteca Les Roquetes",41.445853,2.177482,,0,,0
2.818.692538,818,"Pg Valldaura - Escultor Ordóñez",41.438895,2.179271,,0,,0
2.819.695633,819,"Pg Verdum - Pl de la República",41.437756,2.174051,,0,,0
2.820.674654,820,"Metro Maragall",41.424518,2.176125,,0,,0
2.821.694254,821,"Riu Llobregat - Pl Antoni Martín i Sánchez",41.316954,2.084971,,0,,0
2.822.674438,822,"Diagonal - Av de Sarrià",41.391332,2.14031,,0,,0
2.823.674646,823,"Av Mare de Déu de Montserrat - Periodistes",41.421681,2.17412,,0,,0
2.824.675110,824,"Alt de Pedrell - Aguilar",41.425645,2.168777,,0,,0
2.825.682164,825,"Alt de Pedrell - Palautordera",41.426012,2.169578,,0,,0
2.826.687189,826,"Arc de Sant Martí - Camil Oliveras",41.423724,2.171801,,0,,0
2.827.676831,827,"Llull - Bilbao",41.401891,2.203431,,0,,0
2.828.674938,828,"Guipúscoa - Bilbao",41.412351,2.192044,,0,,0
2.830.675260,830,"Llull - Ciutat de Granada",41.398485,2.198913,,0,,0
2.831.692431,831,"Collblanc - Rosich",41.37576,2.114648,,0,,0
2.835.675258,835,"Pujades - Àlaba",41.39615,2.193287,,0,,0
2.838.675594,838,"Pg Llorenç Serra - Av Francesc Macià",41.450458,2.205178,,0,,0
2.839.674797,839,"Bruc - Provença",41.397189,2.165626,,0,,0
2.841.674791,841,"Llúria - Mallorca",41.395576,2.165706,,0,,0
2.842.675218,842,"Aribau - Mallorca",41.389687,2.15771,,0,,0
2.843.675921,843,"Mercabarna",41.331174,2.115545,,0,,0
2.844.675816,844,"Carrer número 6 - Carrer F",41.324991,2.118123,,0,,0
2.845.684344,845,"Pg Mare de Déu del Coll - Ramon Rocafull",41.424836,2.152115,,0,,0
2.847.680992,847,"Vallcarca",41.413293,2.144829,,0,,0
2.848.674876,848,"Pg Mare de Déu del Coll - Cartago",41.415551,2.146632,,0,,0
2.849.674877,849,"Pg Mare de Déu del Coll - Baixada de Sant Marià",41.417832,2.147739,,0,,0
2.850.674878,850,"Pg Mare de Déu del Coll - Santuari",41.420148,2.149116,,0,,0
2.851.687457,851,"Pg Mare de Déu del Coll - Santuari",41.420074,2.148918,,0,,0
2.852.674891,852,"Pg Mare de Déu del Coll - Baixada Solanell",41.417603,2.147553,,0,,0
2.854.674680,854,"Riera Blanca - Onze de Setembre",41.377321,2.121455,,0,,0
2.855.683346,855,"Vallespir - Jardí de les Infantes",41.383907,2.13399,,0,,0
2.856.675278,856,"Arizala - Av Madrid",41.376424,2.125104,,0,,0
2.857.682843,857,"Rambla del Brasil - Miquel Àngel",41.377325,2.130095,,0,,0
2.858.689056,858,"Carles III - Av Madrid",41.379788,2.128729,,0,,0
2.859.674420,859,"Sant Antoni Maria Claret - Rambla Volart",41.415269,2.179668,,0,,0
2.861.674794,861,"Pl Maragall - Navas de Tolosa",41.419794,2.181377,,0,,0
2.863.676451,863,"Jaume Puigvert - José Millán González",41.416118,2.16013,,0,,0
2.864.676834,864,"Doctor Ferran - Manuel Girona",41.390297,2.124085,,0,,0
2.865.691812,865,"Doctor Ferran - Doctor August Pi i Sunyer",41.390477,2.123836,,0,,0
2.866.674949,866,"Capità Arenas - Pg Manuel Girona",41.390835,2.125777,,0,,0
2.867.675016,867,"Pg  Zona Franca - Mineria",41.362303,2.13764,,0,,0
2.868.689972,868,"La Campana",41.367507,2.139298,,0,,0
2.871.685974,871,"Mallorca - Meridiana",41.412524,2.187359,,0,,0
2.872.675385,872,"Estació d'Autobusos Fabra i Puig",41.431628,2.183254,,0,,0
2.873.695666,873,"Fabra i Puig - Gran de Sant Andreu",41.430202,2.189156,,0,,0
2.874.679684,874,"Fabra i Puig - Llenguadoc",41.430251,2.185483,,0,,0
2.875.688152,875,"Escòcia",41.428619,2.179436,,0,,0
2.877.682201,877,"Ctra de Ribes - Meridiana",41.449459,2.189744,,0,,0
2.878.688524,878,"Av Rasos de Peguera - Meridiana",41.462148,2.179674,,0,,0
2.879.675792,879,"Ctra C-17 Estació de Torre Baró",41.460726,2.181445,,0,,0
2.880.690716,880,"Felip II - Palència",41.418413,2.189687,,0,,0
2.882.675234,882,"Consell de Cent - Meridiana",41.406595,2.18651,,0,,0
2.883.675370,883,"Meridiana - Pl de Mossèn Clapés",41.442337,2.186438,,0,,0
2.884.675694,884,"Av Sivatte - Ctra Nacional 152",41.463874,2.180784,,0,,0
2.885.687841,885,"Meridiana - Garbí",41.452107,2.188738,,0,,0
2.887.674989,887,"Metro Maresme - Fòrum",41.412181,2.216685,,0,,0
2.888.681028,888,"Gran Via - Maresme",41.417631,2.206185,,0,,0
2.889.680415,889,"Gran Via - Maresme",41.418658,2.206966,,0,,0
2.893.675546,893,"Av de la Fama - Tirso de Molina",41.350402,2.08324,,0,,0
2.894.675911,894,"Pl Can Baró",41.416195,2.162288,,0,,0
2.895.690945,895,"La Campana",41.368296,2.140017,,0,,0
2.897.691905,897,"Pl Sanllehy",41.413941,2.160814,,0,,0
2.898.683626,898,"Pl Catalana - Amílcar",41.421222,2.172909,,0,,0
2.899.675648,899,"Guipúscoa - Biscaia",41.42683,2.211073,,0,,0
2.902.693334,902,"Rubió i Ors - Pl Quatre Camins",41.355523,2.066788,,0,,0
2.903.675539,903,"Rubió i Ors -  Camí Vell de Sant Boi",41.353117,2.069307,,0,,0
2.904.688878,904,"Av Barcelona - Tambor del Bruc",41.367872,2.064254,,0,,0
2.905.688810,905,"Ctra de Collblanc - Av Josep Molins",41.37621,2.105778,,0,,0
2.906.675572,906,"Ctra de Collblanc - Av Tomàs Giménez",41.376147,2.10344,,0,,0
2.907.675713,907,"Gran Via - Moianès",41.370232,2.142617,,0,,0
2.908.675180,908,"Ctra de la Bordeta - Àliga",41.373185,2.143916,,0,,0
2.909.681678,909,"Gavà - Ptge Solsona",41.371129,2.139994,,0,,0
2.910.675116,910,"Providència - Alzina",41.406455,2.156613,,0,,0
2.911.675117,911,"Biada - Torrent de l'Olla",41.404937,2.154317,,0,,0
2.913.689825,913,"Indústria - Lepant",41.407479,2.171759,,0,,0
2.914.679454,914,"Gran Via - Marina",41.39861,2.180649,,0,,0
2.915.689711,915,"Vila Olímpica",41.388445,2.193668,,0,,0
2.916.675735,916,"Av Granvia - Hospital Oncològic",41.345826,2.110728,,0,,0
2.917.675732,917,"Av Granvia - Cotxeres TB",41.342627,2.106545,,0,,0
